Footprint,Label
"[143, -5, 0, -4, -2, -2, -2, -5, 0, -2, -2, 0, 0, -2, 0]",Coffeemaker
"[47, -4, -2]",Coffeemaker
"[7, -3]",Coffeemaker
[5],Coffeemaker
"[64, 9]",Coffeemaker
"[-64, 66]",Coffeemaker
"[76, 171]",Coffeemaker
"[79, -4]",Coffeemaker
"[187, -4, -2, -2, 0, -2, 0, -2, 2, -2, -3, 3, -3, 3, -3, 0, 0, 0, 0, 0, 0, 3, -3, -2, 2, 0, 3, -3, 0, 0, 0, 0, 0, 3, -3, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 3, -3, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 2, -2, 2, -2, 0, 0, 2, -2, 2, 0, 0, 0, 0, 3, 0, -3, 3, 0, 2, -2, 2, -5, 5, -2, 0, 2, -2, 0, 0, 2, 0, 0, -2, 0, 2, -2, 0, 0, 2, -2, 2, -2, 0, 0, 0, -3, 3, 0, 0, -5, 2, -2, 0, 0, 2, 5, 0, -2, 2, 0, -2, 0, 2, -2, 0, 0, -3, -2, 2, -2]",Coffeemaker
"[179, -2, -2, -2, -2]",Coffeemaker
"[-6, -4, -3, -2, 0, 0, 0, -2, 0, 2, -2, 0, 0, 4, -2, 24, 0, 0, 0, 0, -2, 2, 0, 0, 0, 0, 0, -2, 2, -2, 0, 0, 2, 0, 0, -2, 0, 0, 2, 0, 0, -2, 0, 2, -2, 0, 2, -2, 0, 0, 0, 0, 0, 2, -2, 2, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 2, 0, -2, 2, -2, 0, -3, 0]",Coffeemaker
"[0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13]",HairDryer
"[205, 0, 0, 2, -2, -3, 3, 0, 0, 2]",HairDryer
"[11, 0, 0, 0, -2, 0, 0, 2, 0, 0, -2, -2, 2, 0, 0, 0, 2, 0, 0, 0, 0, 0, -2, 0, 0, 2, 0, 0, -2, 2, 0, 0, -7, -2, 2, 0, 0, 0, 0]",HairDryer
"[0, 0, 0, 0, 0, 2]",HairDryer
"[0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, -3, 0, 0, 0, 3, -3, 0, 3, -3, 3, 0, 0, 0, 0, 2, -2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 0, 6, -6, 4, -4, 0, 0, 2, 0, 7, -3, 7]",HifiAmplifier
"[507, -36, -13, -2, 0, -6, 4, -4, 4, -4, 2, -2, 2, -2, 0, 2, -4, -3, 3, 4, -2, -2, 2, -5, 3, 0, -5, 0, 0, 2, 3, -3, -2, 0, 2, -2, 2, -4, 2, 0, -4, 4, 0, -4, 4, 0, 0, 2, -8, 2, 6, -2, -2, -4, -2, 8, -4, 0, -2, 2, -2, 4]",LaundryDrier
"[2, 0]",LaundryDrier
"[424, -32, -6, -7, -4, 4, -2, 5, 2, 0, 2, -9, 0, -2, 9, 0, -5, -2, 2, 0, -2, 0, -8, 6, 0, 0, 0, -2, 2, -4, 0, -2, 6, -2, 0, -4, 8, -2, -2, -2, -4, 4, 2, 2, -2, -4, 0, 4, 0, -4, 2, -4, 4, -2, 2, 2, 0, 0, -6, 0, 0, 2, 4, 0, 2, -2]",LaundryDrier
"[2, -2, 2]",LaundryDrier
"[0, -2, 2, -2, 2, 0, 0, -2, 2, 0, 0, 0, -2, 0, 2, 0, -2, 2, 0, 0, 2, -2, 0, 0, 0, 0, 0, 0, 0, 2, -2, 0, 2, 0, 0, 0, 0, -2, 0, 2, 0, -2, 2, 0, -2, 2, 0, 0, 0, 0, -2, 2, 0, -2, 2, 0, 3, -3, 0, 0, -2, 0, 2, 3, -3, 0, 3, -3, 0, 0, 0, 0, 0, 3, -3, -2, 2, 0, 0, 0, 0]",LaundryDrier
"[3, 0]",LaundryDrier
"[-3, 0, 5]",LaundryDrier
"[3, -3, 0, 0, 0, 0, 3, 0, 0, -3, 3, -3, 0, 3, -3, 3, 0, 0, 0, 0, -3, 3, 0, -3, 3, 0, 0, 0, -3, 0, 0, 3, 0, 0, 0, 2, -2, -3, 0, 3, 0, 0, 2, -2, 0, 0, 2, -2, 0, 0, 0, 2, 0, -2, 0, 2, -2, 2, -2, -3, 5, 0, 0, -2, -3, 5, -2, 0, 2, -2, 0, 0, 2, -2, 0, 0, 0, 0]",LaundryDrier
[2],LaundryDrier
"[221, -64, -17, -10, 2, 0, -2, 2, -2, -2, 4, -2, -5, 5, -2, 0, 0, -3, 0, 3, 0, -3, 5, -5, -2, -4, 0, 4, 0, -2, 0, -2, 2, 4, -2, -2, 0, 2, -8, 2, 4, -2, 0, 0, 6, -2, -2, -2, -6, 6, 2, -2, 0, 2, -2, 0, 2, -4, 2, 0, 0, 0, -2, 2, 2, -4, 4, 0, 4, 0, -4, 0, 0, -4, 4, 2, -2, 2, 0, -6, 2, -2, 0, 2, 0, 0, -2, -2, 2, 0, -4]",LaundryDrier
"[87, -21, -24, -4, -2, -2, -2, 0, 0, 2, -2, 2, 2, -9, -2, 7, 4, 0, 0, -4, 2, 2, 0, 0, -2, 4, 0, -4, 2, 2, -2, 2, -2, 0, 8, -4, 0, 2, -6, 0, 0, 2, -2, 2, -2, 0, 0, 4, -2, 0, 2, 0, 0, -6, 2, 0, 0, 2, 2, -2, 0, 2, -6]",LaundryDrier
"[375, -40, -17, -3, -2, 2, -2, 0, 0, -4, 6, -2, 5, -7, 4, -4, 2, -2, 4, -6, 4, 2, -6, 0, 4, 0, -4, 2, -2, 2, -4, 4, 0, 2, 7, -11, 9, -5, 0, 2, -4, 0, 2, -6, 4, 0, 0, 4, -2, 5, -5, 5, -7, 4, 5, -2, -3, 0, 0, -6, 9, -5]",LaundryDrier
"[0, 6]",LaundryDrier
"[266, -30, -13, -2, 2, -2, 5, 0, -3, -6, 11, 0, -7, -2, 7, 0, -5, 5, -3, 3, 0, 4, -9, 9, -4, 4, -4, 0, 0, 4, -4, 4, 6, -4, 6, -4, 4, -10, -2, 4, 0, 2, -6, 2, 0, 2, 0, 0, 0, 2, -2, 2, -4, 6, -4, 2, 2, 0, -6, 4, 0, 0, -6, 8, -2, 0, 0, 2, -2, -9, 5, 0, -7, 7, -2, -3, 0, 3, 0, 2, -5, -2, 0, 2, 0, -4, 9, -2, 0, 0, 0, -7, 7, 0, -5, 7, -7]",LaundryDrier
"[252, -32, -11, -2, 0, 0, 0, -2, 6, -4, 2, 0, 2, 0, -2, 2, -6, 2, 0, 2, 2, -4, 4, 0, -4, 0, 0, -2, 2, 2, -2, -2, 2, 2, -4, 2, 2, -4, -7, 5, 2, 0, -2, 0, 2, -2, 0, 0, 2, -2, 2, 2, -4, 6, -6, 0, 2, 2, -6, 4, -2, 4, 0, -2, 2, 0, -2, -2, 0, 0, 0, 4]",LaundryDrier
"[303, -58, -26, -8, -15, -2, -5, 0, -4, 0, 0, 4, -4, 2, -2, 9, -13, 4, -2, 4, -2, -2, 4, -4, 0, 4, -2, 0, 2, -2, 2, 0, 5, -7, 0, -2, 2, -4, 2, 2, -2, 0, 0, 0, -2, 4, -2, 4, -4, -4, 4, 2, -2, 2, 0, 2, -2, -6, 4, -2, 4, -2, -2, 0, -2, 6, 0, -2, 0, 2, -6, 2, 4, -6, 4, -2, -4, 2, 4, 6, 3, 0, 4, -4, 0, 2, 0, -2, 4, 0, -4, 0, -3, 5, -5, 0, 9, -2, -4, 2, 4, -2, -2, 6]",LaundryDrier
"[2, -2, 2, -2, 0, 0, 2, 4]",LaundryDrier
"[2, 0]",LaundryDrier
"[192, -30, -12, -5, 0, -2, 2, 2, -2, -2, 0, 2, -4, 0, 2, 2, -4, 2, -2, 4, -2, 0, -2, 0, 0, -2, -4, 2, 0, 4, -2, 6, 0, -2, -2, 2, 4, 3, -7, -2, 4, 0, 2, -4, 2, -2, 2, 0, -2, -2, 4, -2, 11, 0, -2, -2, 0, -3, 3, 2, -2, 0, 2, -2, 0, -5, 0, 5, -3, -2]",LaundryDrier
"[211, -21, -28, -17, -8, -5, -4, 0, -2, 0, -2, 4, -2, 2, 0, 2, -2, -4, -2, 4, -2, 0, -2, 0, -3, 0, 3, 2, 0, -2, 2, 0, -2, 2, -5, -6, 2, 4, -4, 0, -2, 0, 0, 0, -2, -4, 10, -2, 0, -4, 8, -6, 4, -2, -2, 0, 0, -4, 6, -4, -2, -7, 0, 0, 0, 0, 5, 0, -2, -5, 2, -4, 0, -2]",LaundryDrier
"[105, -47, -28, -4, -3, -2, -2, 2, 2, -2, 0, -2, 0, 2, 0, -2, -2, 4, -4, 0, 2, -2, -6, 4, -2, 0, 0, 4, -2, 4, 2, -4, 0, 2, 0, -2, 0, 0, -2, 4, -2, 2, -2, 0, -2, 4, -4, 2, 0, 4, -2, -2, -2, 4, -2, 2, -2, 2, 4, -4, -2, 4, -4, -4, 6, 0, 0, 0, 2, -2, 0, 0, 0, 2, -4, 2, -2, 0, 0, 2, -2, 0, 0, 0, 2, 0, 2, 0, 0, -2, 2, -4, 2, -2]",LaundryDrier
"[-2, 2, 0, 0, 0, -2, 0, 2, 0, -2, 0, 2, -2, 0, 2, -2, 2, 0, -2, 0, 0, 2, 0, 0, 0, -2, 2, 0, 0, -2, 2, 0, 0, 0, 0, -2, 0, 2, 0, 0, 0, 0, 0, -2, 2, 0, 0, 0, -2, 2, 3, -3, 0, 0, -2, 2, 0, -2, 2, 0, 0, 0, -2, 2, 0, 0, 0, 0, 0, 3, -3, 0, 0, 0, 0, 0, 0, 0, -2, 2, 3]",LaundryDrier
"[0, 4]",LaundryDrier
"[-2, 5]",LaundryDrier
"[5, 0]",LaundryDrier
[2],LaundryDrier
"[0, -8, 10]",LaundryDrier
"[506, -60, -19, -24, -6, -13, 2, -6, 0, -2, 0, 2, -2, 0, -2, 0, -3, 0, 0, 3, 0, 0, 4, -4, -11, 11, 0, 2, -2, -3, 5, -5, 3, 0, 0, 0, -3, 3, -3, 0, 0, 5, -2, 2, 2, 0, -2, 0, 0, 2, -2, 2, -2, 0, 4, -2, 0, 0, 0, 0, 0, -4, 4, -2, 2, 0, 0, -4, 0, 0, 2, 0, 2, 0, -2, -2, 2, 4, 0, 0, -4]",LaundryDrier
"[-2, 0, 0, 2, -2, 0, 2, -2, 2, 0, -2, 0, 0, 2, 0, -2, 2, 0, 0, 0, 0, -2, 0, 2, -2, 2, -2, 2, 0, -2, 2, -2, 2, 0, 0, 0, -2, 0, 2, -2, 2, -2, 2, 0, -2, 0, 2, 0, -2, 2, 0, 0, 0, 0, 0, -2, 2, 0, -2, 2, 0, 0, 0, 0, -2, 2, 0, 0, 0, -2, 2, 0, 0, 0, -2, 0, 0, 2, 0, 0, 3, -5, 2, 0, 0, 0, 0, 3, -3, 0, 0, 0, 3, -3, 0, 0, 3, -5, 2, 0, 0, -2, 2, 0, 0, 0, 0, -2, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 2, 0, 0, -2, 2, 0, 0, 0, 0, 3, 0, -3, 0, 0, 0, 0, 0, 0, 0, -2, 5, -3, 0, 3, -3, -2, 5, -3, -2, 2, 0, 0, 0, 0, 3, -3, 0, 0, 0, 0, 0, 3, -3, 0, 0, 0, 3, -3, 0, 3]",LaundryDrier
"[-3, 0, 5, 17]",LaundryDrier
"[3, 2, -5, 0, 0, 3, 0]",LaundryDrier
"[7, -2, 2, -2]",LaundryDrier
[51],LaundryDrier
"[-3, 7]",LaundryDrier
"[0, 0, 0, 2, 4, -2, 2, 0, 0]",LaundryDrier
"[0, 2, 0, 0, 2, 0, 0, 0, 0, 0, 0, 2, -2, 0]",LaundryDrier
"[0, -2, 4, 0, 2, -2, 2, 0, -2, 7, -3, 0, 0, 0, 0, 0, 0, -2, 5, -5, 0, 2, 0, 0, 3, -3, 0, 3, -3, 3, 0, -3, 3, -3, 0, 3, 2, -2, 0, 2, 0, 0, 0, 0, 2, 0, 0, 0, -2, 0, 0, 0, 0, 0, 4, -4, 0, 2, 0, -4, 4, -2, 2, -2, 2, 2, -4, 2, 0, 2, -2, -2, 2, 0, -2, 4, 0, -2, 2, 0, 0, 0, 0, 0]",LaundryDrier
"[2, 0, 0, 36, 2, 2, 0, 2, 0, 0, 3, 0, -3, 0, -2, 2, 0, 3, -3, 0, 0, 3, -3, 3, -3, 3, -3, 0, 3, -3]",LaundryDrier
"[490, -47, -6, -13, -6, 0, -9, 4, -2, 0, 0, 2, 0, -4, 0, 2, -6, 6, 0, -2, -2, 0, 2, 0, -11, 9, 6, -4, -2, 0, 0, 4, -2, 2, 2, 0, -4, 2, 0, 2, -4, 2, -10, 8, -4, 4, 0, 2, -2, 4, 0, 2, -2, 2, 0, -2, 2, 5, -2, 0, -3, 0, 3, -3, 5, -2, 0, 4, -7, 9, -6, 2, 4, -6, 2]",LaundryDrier
"[0, 0, 0, 38]",LaundryDrier
"[121, -2, 19, -2, -4, -30, 2, 36, 0, -2, 4, 0, -2, 0, 2, -2, 2, -6, 2, 2, -2, 0, 0, 4, 0, 0, 3, -3, 0, -2, 2, 3, -5, 0, 2, 0, 0, 3, -3, -2, 0, -4, 4, 0, -2, 2, -4, 0, -38]",LaundryDrier
"[-2, -2, 4, 34]",LaundryDrier
"[0, -3, 3, 2, 0, -2, 2, 2, -2, 2, 0, -4, 2, 0, 2, 2, 0]",LaundryDrier
"[0, -2, 4]",LaundryDrier
